,year,month,institution_name,population_felons,civil_addict,total_population,designed_capacity,percent_occupied,staffed_capacity,source_pdf_name
7171,2013,6,HDSP (HIGH DESERT SP),3265,0,3265,2324,140.5,3560,TPOP1Ad1306.pdf
7172,2013,6,FOL (FOLSOM SP) (MALE),2635,0,2635,2066,127.5,2895,TPOP1Ad1306.pdf
7173,2013,6,DVI (DEUEL VOCATIONAL INSTITUTION),2655,0,2655,1681,157.9,2368,TPOP1Ad1306.pdf
7174,2013,6,CTF (CORRECTIONAL TRAINING FAC),5169,0,5169,3312,156.1,4981,TPOP1Ad1306.pdf
7175,2013,6,CVSP (CHUCKAWALLA VALLEY SP),2504,0,2504,1738,144.1,2453,TPOP1Ad1306.pdf
7176,2013,6,SATF (CA SUBSTANCE ABUSE TREAT FAC),5571,1,5572,3424,162.7,5290,TPOP1Ad1306.pdf
7177,2013,6,"SOL (CA SP, SOLANO)",3951,0,3951,2610,151.4,3940,TPOP1Ad1306.pdf
7178,2013,6,SQ (SAN QUENTIN SP),4395,0,4395,3082,142.6,3710,TPOP1Ad1306.pdf
7179,2013,6,"SAC (CA SP, SACRAMENTO)",2177,0,2177,1828,119.1,2539,TPOP1Ad1306.pdf
7180,2013,6,"LAC (CA SP, LOS ANGELES COUNTY)",3673,0,3673,2300,159.7,3501,TPOP1Ad1306.pdf
7181,2013,6,"COR (CA SP, CORCORAN)",4416,0,4416,3116,141.7,4419,TPOP1Ad1306.pdf
7182,2013,6,CEN (CENTINELA SP),2884,0,2884,2308,125.0,3358,TPOP1Ad1306.pdf
7183,2013,6,CAL (CALIPATRIA SP),3591,0,3591,2308,155.6,3608,TPOP1Ad1306.pdf
7184,2013,6,"CRC (CAL REHAB CTR, MEN)",3437,52,3489,2491,140.1,3481,TPOP1Ad1306.pdf
7185,2013,6,CMC (CA MEN'S COLONY),4863,1,4864,3838,126.7,5157,TPOP1Ad1306.pdf
7186,2013,6,CMF (CA MEDICAL FAC),2255,0,2255,2361,95.5,2692,TPOP1Ad1306.pdf
7187,2013,6,CIM (CA INSTITUTION FOR MEN),4777,3,4780,2976,160.6,4455,TPOP1Ad1306.pdf
7188,2013,6,CCI (CA CORRECTIONAL INSTITUTION),4562,0,4562,2783,163.9,4267,TPOP1Ad1306.pdf
7189,2013,6,CCC (CA CORRECTIONAL CENTER),4875,0,4875,3883,125.5,4718,TPOP1Ad1306.pdf
7190,2013,6,ASP (AVENAL SP),4555,0,4555,2920,156.0,4456,TPOP1Ad1306.pdf
7191,2013,7,FOL (FOLSOM SP) (FEMALE),238,0,238,403,59.1,200,TPOP1Ad1307.pdf
7192,2013,7,CCWF (CENTRAL CA WOMEN'S FAC),3474,4,3478,2004,173.6,3430,TPOP1Ad1307.pdf
7193,2013,7,CIW (CA INSTITUTION FOR WOMEN),2141,9,2150,1398,153.8,2042,TPOP1Ad1307.pdf
7194,2013,7,WSP (WASCO SP),5107,0,5107,2984,171.1,4997,TPOP1Ad1307.pdf
7195,2013,7,VSP (VALLEY SP),3105,0,3105,1980,156.8,2970,TPOP1Ad1307.pdf
7196,2013,7,SCC (SIERRA CONSERVATION CENTER),4870,0,4870,3736,130.4,4576,TPOP1Ad1307.pdf
7197,2013,7,SVSP (SALINAS VALLEY SP),3526,0,3526,2452,143.8,3484,TPOP1Ad1307.pdf
7198,2013,7,RJD (RJ DONOVAN CORRECTIONAL FAC),3252,0,3252,2200,147.8,3280,TPOP1Ad1307.pdf
7199,2013,7,PVSP (PLEASANT VALLEY SP),3400,0,3400,2308,147.3,3558,TPOP1Ad1307.pdf
7200,2013,7,PBSP (PELICAN BAY SP),2826,0,2826,2380,118.7,3188,TPOP1Ad1307.pdf
7201,2013,7,NKSP (NORTH KERN SP),4773,0,4773,2694,177.2,4397,TPOP1Ad1307.pdf
7202,2013,7,MCSP (MULE CREEK SP),2789,0,2789,1700,164.1,2570,TPOP1Ad1307.pdf
7203,2013,7,KVSP (KERN VALLEY SP),3705,0,3705,2448,151.3,4194,TPOP1Ad1307.pdf
7204,2013,7,ISP (IRONWOOD SP),3192,0,3192,2200,145.1,3175,TPOP1Ad1307.pdf
7205,2013,7,HDSP (HIGH DESERT SP),3308,0,3308,2324,142.3,3560,TPOP1Ad1307.pdf
7206,2013,7,FOL (FOLSOM SP) (MALE),2684,0,2684,2066,129.9,2895,TPOP1Ad1307.pdf
7207,2013,7,DVI (DEUEL VOCATIONAL INSTITUTION),2789,1,2790,1681,166.0,2368,TPOP1Ad1307.pdf
7208,2013,7,CTF (CORRECTIONAL TRAINING FAC),5290,0,5290,3312,159.7,4981,TPOP1Ad1307.pdf
7209,2013,7,CVSP (CHUCKAWALLA VALLEY SP),2599,2,2601,1738,149.7,2453,TPOP1Ad1307.pdf
7210,2013,7,SATF (CA SUBSTANCE ABUSE TREAT FAC),5653,1,5654,3424,165.1,5290,TPOP1Ad1307.pdf
7211,2013,7,"SOL (CA SP, SOLANO)",3951,0,3951,2610,151.4,3940,TPOP1Ad1307.pdf
7212,2013,7,SQ (SAN QUENTIN SP),4303,0,4303,3082,139.6,3710,TPOP1Ad1307.pdf
7213,2013,7,"SAC (CA SP, SACRAMENTO)",2229,0,2229,1828,121.9,2539,TPOP1Ad1307.pdf
7214,2013,7,"LAC (CA SP, LOS ANGELES COUNTY)",3613,0,3613,2300,157.1,3501,TPOP1Ad1307.pdf
7215,2013,7,"COR (CA SP, CORCORAN)",4284,0,4284,3116,137.5,4419,TPOP1Ad1307.pdf
7216,2013,7,CEN (CENTINELA SP),2903,0,2903,2308,125.8,3358,TPOP1Ad1307.pdf
7217,2013,7,CAL (CALIPATRIA SP),3641,0,3641,2308,157.8,3608,TPOP1Ad1307.pdf
7218,2013,7,"CRC (CAL REHAB CTR, MEN)",3479,43,3522,2491,141.4,3481,TPOP1Ad1307.pdf
7219,2013,7,CMC (CA MEN'S COLONY),4911,0,4911,3838,128.0,5157,TPOP1Ad1307.pdf
7220,2013,7,CMF (CA MEDICAL FAC),2326,0,2326,2361,98.5,2692,TPOP1Ad1307.pdf
7221,2013,7,CIM (CA INSTITUTION FOR MEN),4843,2,4845,2976,162.8,4455,TPOP1Ad1307.pdf
7222,2013,7,CHCF (CA HEALTH CARE FAC - STOCKTON),182,0,182,1818,10.0,1818,TPOP1Ad1307.pdf
7223,2013,7,CCI (CA CORRECTIONAL INSTITUTION),4557,0,4557,2783,163.7,4267,TPOP1Ad1307.pdf
7224,2013,7,CCC (CA CORRECTIONAL CENTER),5007,0,5007,3883,128.9,4718,TPOP1Ad1307.pdf
7225,2013,7,ASP (AVENAL SP),4523,0,4523,2920,154.9,4456,TPOP1Ad1307.pdf
7226,2013,8,FOL (FOLSOM SP) (FEMALE),264,0,264,403,65.5,403,TPOP1Ad1308.pdf
7227,2013,8,CIW (CA INSTITUTION FOR WOMEN),2159,2,2161,1398,154.6,2042,TPOP1Ad1308.pdf
7228,2013,8,CCWF (CENTRAL CA WOMEN'S FAC),3470,0,3470,2004,173.2,3430,TPOP1Ad1308.pdf
7229,2013,8,WSP (WASCO SP),5149,1,5150,2984,172.6,4997,TPOP1Ad1308.pdf
7230,2013,8,VSP (VALLEY SP),3157,0,3157,1980,159.4,2970,TPOP1Ad1308.pdf
7231,2013,8,SVSP (SALINAS VALLEY SP),3519,0,3519,2452,143.5,3505,TPOP1Ad1308.pdf
7232,2013,8,SQ (SAN QUENTIN SP),4196,1,4197,3082,136.2,3775,TPOP1Ad1308.pdf
7233,2013,8,"SOL (CA SP, SOLANO)",4028,0,4028,2610,154.3,3940,TPOP1Ad1308.pdf
7234,2013,8,SCC (SIERRA CONSERVATION CENTER),4932,0,4932,3736,132.0,4640,TPOP1Ad1308.pdf
7235,2013,8,SATF (CA SUBSTANCE ABUSE TREAT FAC),5703,0,5703,3424,166.6,5427,TPOP1Ad1308.pdf
7236,2013,8,"SAC (CA SP, SACRAMENTO)",2168,0,2168,1828,118.6,2498,TPOP1Ad1308.pdf
7237,2013,8,RJD (RJ DONOVAN CORRECTIONAL FAC),3280,1,3281,2200,149.1,3280,TPOP1Ad1308.pdf
7238,2013,8,PVSP (PLEASANT VALLEY SP),3243,0,3243,2308,140.5,3533,TPOP1Ad1308.pdf
7239,2013,8,PBSP (PELICAN BAY SP),2694,0,2694,2380,113.2,3188,TPOP1Ad1308.pdf
7240,2013,8,NKSP (NORTH KERN SP),4816,0,4816,2694,178.8,4399,TPOP1Ad1308.pdf
7241,2013,8,MCSP (MULE CREEK SP),2754,0,2754,1700,162.0,2570,TPOP1Ad1308.pdf
7242,2013,8,"LAC (CA SP, LOS ANGELES COUNTY)",3667,0,3667,2300,159.4,3575,TPOP1Ad1308.pdf
7243,2013,8,KVSP (KERN VALLEY SP),3698,0,3698,2448,151.1,3954,TPOP1Ad1308.pdf
7244,2013,8,ISP (IRONWOOD SP),3210,0,3210,2200,145.9,3175,TPOP1Ad1308.pdf
7245,2013,8,HDSP (HIGH DESERT SP),3303,0,3303,2324,142.1,3336,TPOP1Ad1308.pdf
7246,2013,8,FOL (FOLSOM SP) (MALE),2848,0,2848,2066,137.9,2895,TPOP1Ad1308.pdf
7247,2013,8,DVI (DEUEL VOCATIONAL INSTITUTION),2806,1,2807,1681,167.0,2368,TPOP1Ad1308.pdf
7248,2013,8,CVSP (CHUCKAWALLA VALLEY SP),2649,1,2650,1738,152.5,2478,TPOP1Ad1308.pdf
7249,2013,8,CTF (CORRECTIONAL TRAINING FAC),5155,0,5155,3312,155.6,4981,TPOP1Ad1308.pdf
7250,2013,8,"CRC (CAL REHAB CTR, MEN)",3502,1,3503,2491,140.6,3481,TPOP1Ad1308.pdf
7251,2013,8,"COR (CA SP, CORCORAN)",4335,0,4335,3116,139.1,4419,TPOP1Ad1308.pdf
7252,2013,8,CMF (CA MEDICAL FAC),2280,0,2280,2361,96.6,2692,TPOP1Ad1308.pdf
7253,2013,8,CMC (CA MEN'S COLONY),4938,0,4938,3838,128.7,5206,TPOP1Ad1308.pdf
7254,2013,8,CIM (CA INSTITUTION FOR MEN),4746,0,4746,2976,159.5,4615,TPOP1Ad1308.pdf
7255,2013,8,CHCF (CA HEALTH CARE FAC - STOCKTON),432,0,432,1818,23.8,1818,TPOP1Ad1308.pdf
7256,2013,8,CEN (CENTINELA SP),2973,0,2973,2308,128.8,3358,TPOP1Ad1308.pdf
7257,2013,8,CCI (CA CORRECTIONAL INSTITUTION),4705,0,4705,2783,169.1,4427,TPOP1Ad1308.pdf
7258,2013,8,CCC (CA CORRECTIONAL CENTER),5057,1,5058,3883,130.3,4718,TPOP1Ad1308.pdf
7259,2013,8,CAL (CALIPATRIA SP),3647,0,3647,2308,158.0,3608,TPOP1Ad1308.pdf
7260,2013,8,ASP (AVENAL SP),4378,0,4378,2920,149.9,4702,TPOP1Ad1308.pdf
7261,2013,9,FOL (FOLSOM SP) (FEMALE),294,0,294,403,73.0,403,TPOP1Ad1309.pdf
7262,2013,9,CIW (CA INSTITUTION FOR WOMEN),2149,1,2150,1398,153.8,2042,TPOP1Ad1309.pdf
7263,2013,9,CCWF (CENTRAL CA WOMEN'S FAC),3449,0,3449,2004,172.1,3430,TPOP1Ad1309.pdf
7264,2013,9,WSP (WASCO SP),5097,1,5098,2984,170.8,4997,TPOP1Ad1309.pdf
7265,2013,9,VSP (VALLEY SP),3258,0,3258,1980,164.5,2948,TPOP1Ad1309.pdf
7266,2013,9,SVSP (SALINAS VALLEY SP),3522,0,3522,2452,143.6,3505,TPOP1Ad1309.pdf
7267,2013,9,SQ (SAN QUENTIN SP),4244,0,4244,3082,137.7,3775,TPOP1Ad1309.pdf
7268,2013,9,"SOL (CA SP, SOLANO)",3988,0,3988,2610,152.8,3940,TPOP1Ad1309.pdf
7269,2013,9,SCC (SIERRA CONSERVATION CENTER),4944,0,4944,3736,132.3,4640,TPOP1Ad1309.pdf
7270,2013,9,SATF (CA SUBSTANCE ABUSE TREAT FAC),5776,0,5776,3424,168.7,5572,TPOP1Ad1309.pdf
7271,2013,9,"SAC (CA SP, SACRAMENTO)",2092,0,2092,1828,114.4,2434,TPOP1Ad1309.pdf
7272,2013,9,RJD (RJ DONOVAN CORRECTIONAL FAC),3300,1,3301,2200,150.0,3180,TPOP1Ad1309.pdf
7273,2013,9,PVSP (PLEASANT VALLEY SP),3061,0,3061,2308,132.6,3533,TPOP1Ad1309.pdf
7274,2013,9,PBSP (PELICAN BAY SP),2713,0,2713,2380,114.0,3188,TPOP1Ad1309.pdf
7275,2013,9,NKSP (NORTH KERN SP),4770,0,4770,2694,177.1,4399,TPOP1Ad1309.pdf
7276,2013,9,MCSP (MULE CREEK SP),2718,0,2718,1700,159.9,2570,TPOP1Ad1309.pdf
7277,2013,9,"LAC (CA SP, LOS ANGELES COUNTY)",3713,0,3713,2300,161.4,3575,TPOP1Ad1309.pdf
7278,2013,9,KVSP (KERN VALLEY SP),3695,0,3695,2448,150.9,3910,TPOP1Ad1309.pdf
7279,2013,9,ISP (IRONWOOD SP),3254,0,3254,2200,147.9,3175,TPOP1Ad1309.pdf
7280,2013,9,HDSP (HIGH DESERT SP),3326,0,3326,2324,143.1,3336,TPOP1Ad1309.pdf
7281,2013,9,FOL (FOLSOM SP) (MALE),2971,0,2971,2066,143.8,2895,TPOP1Ad1309.pdf
7282,2013,9,DVI (DEUEL VOCATIONAL INSTITUTION),2788,1,2789,1681,165.9,2368,TPOP1Ad1309.pdf
7283,2013,9,CVSP (CHUCKAWALLA VALLEY SP),2654,1,2655,1738,152.8,2478,TPOP1Ad1309.pdf
7284,2013,9,CTF (CORRECTIONAL TRAINING FAC),5185,0,5185,3312,156.6,5231,TPOP1Ad1309.pdf
7285,2013,9,"CRC (CAL REHAB CTR, MEN)",3400,1,3401,2491,136.5,3481,TPOP1Ad1309.pdf
7286,2013,9,"COR (CA SP, CORCORAN)",4365,0,4365,3116,140.1,4419,TPOP1Ad1309.pdf
7287,2013,9,CMF (CA MEDICAL FAC),2243,0,2243,2361,95.0,2692,TPOP1Ad1309.pdf
7288,2013,9,CMC (CA MEN'S COLONY),5032,0,5032,3838,131.1,5206,TPOP1Ad1309.pdf
7289,2013,9,CIM (CA INSTITUTION FOR MEN),4777,0,4777,2976,160.5,4615,TPOP1Ad1309.pdf
7290,2013,9,CHCF (CA HEALTH CARE FAC - STOCKTON),646,0,646,1818,35.5,1818,TPOP1Ad1309.pdf
7291,2013,9,CEN (CENTINELA SP),3036,0,3036,2308,131.5,3358,TPOP1Ad1309.pdf
7292,2013,9,CCI (CA CORRECTIONAL INSTITUTION),4725,0,4725,2783,169.8,4427,TPOP1Ad1309.pdf
7293,2013,9,CCC (CA CORRECTIONAL CENTER),5036,1,5037,3883,129.7,4870,TPOP1Ad1309.pdf
7294,2013,9,CAL (CALIPATRIA SP),3687,0,3687,2308,159.7,3608,TPOP1Ad1309.pdf
7295,2013,9,ASP (AVENAL SP),4318,1,4319,2920,147.9,4702,TPOP1Ad1309.pdf
7296,2013,10,FOL (FOLSOM SP) (FEMALE),326,0,326,403,80.9,403,TPOP1Ad1310.pdf
7297,2013,10,CIW (CA INSTITUTION FOR WOMEN),2154,1,2155,1398,154.1,2042,TPOP1Ad1310.pdf
7298,2013,10,CCWF (CENTRAL CA WOMEN'S FAC),3479,0,3479,2004,173.6,3430,TPOP1Ad1310.pdf
7299,2013,10,WSP (WASCO SP),4998,0,4998,2984,167.5,4997,TPOP1Ad1310.pdf
7300,2013,10,VSP (VALLEY SP),3290,0,3290,1980,166.2,3389,TPOP1Ad1310.pdf
7301,2013,10,SVSP (SALINAS VALLEY SP),3483,0,3483,2452,142.0,3497,TPOP1Ad1310.pdf
7302,2013,10,SQ (SAN QUENTIN SP),4226,0,4226,3082,137.1,3775,TPOP1Ad1310.pdf
7303,2013,10,"SOL (CA SP, SOLANO)",4054,0,4054,2610,155.3,3890,TPOP1Ad1310.pdf
7304,2013,10,SCC (SIERRA CONSERVATION CENTER),4950,0,4950,3736,132.5,4640,TPOP1Ad1310.pdf
7305,2013,10,SATF (CA SUBSTANCE ABUSE TREAT FAC),5595,0,5595,3424,163.4,5655,TPOP1Ad1310.pdf
7306,2013,10,"SAC (CA SP, SACRAMENTO)",2122,0,2122,1828,116.1,2434,TPOP1Ad1310.pdf
7307,2013,10,RJD (RJ DONOVAN CORRECTIONAL FAC),3314,1,3315,2200,150.7,3180,TPOP1Ad1310.pdf
7308,2013,10,PVSP (PLEASANT VALLEY SP),3199,0,3199,2308,138.6,3533,TPOP1Ad1310.pdf
7309,2013,10,PBSP (PELICAN BAY SP),2676,0,2676,2380,112.4,3007,TPOP1Ad1310.pdf
7310,2013,10,NKSP (NORTH KERN SP),4759,0,4759,2694,176.7,4399,TPOP1Ad1310.pdf
7311,2013,10,MCSP (MULE CREEK SP),2763,0,2763,1700,162.5,2570,TPOP1Ad1310.pdf
7312,2013,10,"LAC (CA SP, LOS ANGELES COUNTY)",3777,0,3777,2300,164.2,3575,TPOP1Ad1310.pdf
7313,2013,10,KVSP (KERN VALLEY SP),3723,0,3723,2448,152.1,3910,TPOP1Ad1310.pdf
7314,2013,10,ISP (IRONWOOD SP),3309,0,3309,2200,150.4,3175,TPOP1Ad1310.pdf
7315,2013,10,HDSP (HIGH DESERT SP),3399,0,3399,2324,146.3,3336,TPOP1Ad1310.pdf
7316,2013,10,FOL (FOLSOM SP) (MALE),2988,0,2988,2066,144.6,2895,TPOP1Ad1310.pdf
7317,2013,10,DVI (DEUEL VOCATIONAL INSTITUTION),2650,1,2651,1681,157.7,2368,TPOP1Ad1310.pdf
7318,2013,10,CVSP (CHUCKAWALLA VALLEY SP),2567,0,2567,1738,147.7,2478,TPOP1Ad1310.pdf
7319,2013,10,CTF (CORRECTIONAL TRAINING FAC),5181,0,5181,3312,156.4,5231,TPOP1Ad1310.pdf
7320,2013,10,"CRC (CAL REHAB CTR, MEN)",3457,1,3458,2491,138.8,3481,TPOP1Ad1310.pdf
7321,2013,10,"COR (CA SP, CORCORAN)",4396,0,4396,3116,141.1,4419,TPOP1Ad1310.pdf
7322,2013,10,CMF (CA MEDICAL FAC),2135,0,2135,2361,90.4,2692,TPOP1Ad1310.pdf
7323,2013,10,CMC (CA MEN'S COLONY),5022,0,5022,3838,130.8,5206,TPOP1Ad1310.pdf
7324,2013,10,CIM (CA INSTITUTION FOR MEN),4863,0,4863,2976,163.4,4615,TPOP1Ad1310.pdf
7325,2013,10,CHCF (CA HEALTH CARE FAC - STOCKTON),919,0,919,1818,50.6,1818,TPOP1Ad1310.pdf
7326,2013,10,CEN (CENTINELA SP),3097,0,3097,2308,134.2,3308,TPOP1Ad1310.pdf
7327,2013,10,CCI (CA CORRECTIONAL INSTITUTION),4573,0,4573,2783,164.3,4427,TPOP1Ad1310.pdf
7328,2013,10,CCC (CA CORRECTIONAL CENTER),5115,1,5116,3883,131.8,4870,TPOP1Ad1310.pdf
7329,2013,10,CAL (CALIPATRIA SP),3747,0,3747,2308,162.3,3608,TPOP1Ad1310.pdf
7330,2013,10,ASP (AVENAL SP),4294,1,4295,2920,147.1,4702,TPOP1Ad1310.pdf
7331,2013,11,FOL (FOLSOM SP) (FEMALE),327,0,327,403,81.1,403,TPOP1Ad1311.pdf
7332,2013,11,CIW (CA INSTITUTION FOR WOMEN),2156,1,2157,1398,154.3,2042,TPOP1Ad1311.pdf
7333,2013,11,CCWF (CENTRAL CA WOMEN'S FAC),3505,0,3505,2004,174.9,3430,TPOP1Ad1311.pdf
7334,2013,11,WSP (WASCO SP),5045,0,5045,2984,169.1,4997,TPOP1Ad1311.pdf
7335,2013,11,VSP (VALLEY SP),3297,0,3297,1980,166.5,3389,TPOP1Ad1311.pdf
7336,2013,11,SVSP (SALINAS VALLEY SP),3411,0,3411,2452,139.1,3497,TPOP1Ad1311.pdf
7337,2013,11,SQ (SAN QUENTIN SP),4123,0,4123,3082,133.8,3775,TPOP1Ad1311.pdf
7338,2013,11,"SOL (CA SP, SOLANO)",4069,1,4070,2610,155.9,3890,TPOP1Ad1311.pdf
7339,2013,11,SCC (SIERRA CONSERVATION CENTER),4959,0,4959,3736,132.7,4640,TPOP1Ad1311.pdf
7340,2013,11,SATF (CA SUBSTANCE ABUSE TREAT FAC),5500,0,5500,3424,160.6,5578,TPOP1Ad1311.pdf
7341,2013,11,"SAC (CA SP, SACRAMENTO)",2174,0,2174,1828,118.9,2382,TPOP1Ad1311.pdf
7342,2013,11,RJD (RJ DONOVAN CORRECTIONAL FAC),3295,1,3296,2200,149.8,3180,TPOP1Ad1311.pdf
7343,2013,11,PVSP (PLEASANT VALLEY SP),3316,0,3316,2308,143.7,3533,TPOP1Ad1311.pdf
7344,2013,11,PBSP (PELICAN BAY SP),2661,0,2661,2380,111.8,3007,TPOP1Ad1311.pdf
7345,2013,11,NKSP (NORTH KERN SP),4789,0,4789,2694,177.8,4399,TPOP1Ad1311.pdf
7346,2013,11,MCSP (MULE CREEK SP),2794,0,2794,1700,164.4,2570,TPOP1Ad1311.pdf
7347,2013,11,"LAC (CA SP, LOS ANGELES COUNTY)",3719,0,3719,2300,161.7,3575,TPOP1Ad1311.pdf
7348,2013,11,KVSP (KERN VALLEY SP),3741,0,3741,2448,152.8,3910,TPOP1Ad1311.pdf
7349,2013,11,ISP (IRONWOOD SP),3162,0,3162,2200,143.7,3175,TPOP1Ad1311.pdf
7350,2013,11,HDSP (HIGH DESERT SP),3313,0,3313,2324,142.6,3336,TPOP1Ad1311.pdf
7351,2013,11,FOL (FOLSOM SP) (MALE),3025,0,3025,2066,146.4,2895,TPOP1Ad1311.pdf
7352,2013,11,DVI (DEUEL VOCATIONAL INSTITUTION),2523,0,2523,1681,150.1,2557,TPOP1Ad1311.pdf
7353,2013,11,CVSP (CHUCKAWALLA VALLEY SP),2424,0,2424,1738,139.5,2478,TPOP1Ad1311.pdf
7354,2013,11,CTF (CORRECTIONAL TRAINING FAC),5148,0,5148,3312,155.4,5231,TPOP1Ad1311.pdf
7355,2013,11,"CRC (CAL REHAB CTR, MEN)",3361,0,3361,2491,134.9,3481,TPOP1Ad1311.pdf
7356,2013,11,"COR (CA SP, CORCORAN)",4349,0,4349,3116,139.6,4419,TPOP1Ad1311.pdf
7357,2013,11,CMF (CA MEDICAL FAC),2117,0,2117,2361,89.7,2692,TPOP1Ad1311.pdf
7358,2013,11,CMC (CA MEN'S COLONY),5059,0,5059,3838,131.8,5206,TPOP1Ad1311.pdf
7359,2013,11,CIM (CA INSTITUTION FOR MEN),4739,0,4739,2976,159.2,4615,TPOP1Ad1311.pdf
7360,2013,11,CHCF (CA HEALTH CARE FAC - STOCKTON),1009,0,1009,1818,55.5,1818,TPOP1Ad1311.pdf
7361,2013,11,CEN (CENTINELA SP),3081,0,3081,2308,133.5,3308,TPOP1Ad1311.pdf
7362,2013,11,CCI (CA CORRECTIONAL INSTITUTION),4425,0,4425,2783,159.0,4427,TPOP1Ad1311.pdf
7363,2013,11,CCC (CA CORRECTIONAL CENTER),5141,1,5142,3883,132.4,4870,TPOP1Ad1311.pdf
7364,2013,11,CAL (CALIPATRIA SP),3835,0,3835,2308,166.2,3608,TPOP1Ad1311.pdf
7365,2013,11,ASP (AVENAL SP),4128,0,4128,2920,141.4,4702,TPOP1Ad1311.pdf
7366,2013,12,FOL (FOLSOM SP) (FEMALE),341,0,341,403,84.6,403,TPOP1Ad1312.pdf
7367,2013,12,CIW (CA INSTITUTION FOR WOMEN),2148,1,2149,1398,153.7,2042,TPOP1Ad1312.pdf
7368,2013,12,CCWF (CENTRAL CA WOMEN'S FAC),3582,0,3582,2004,178.7,3430,TPOP1Ad1312.pdf
7369,2013,12,WSP (WASCO SP),4979,0,4979,2984,166.9,4997,TPOP1Ad1312.pdf
7370,2013,12,VSP (VALLEY SP),3292,0,3292,1980,166.3,3389,TPOP1Ad1312.pdf
7371,2013,12,SVSP (SALINAS VALLEY SP),3373,0,3373,2452,137.6,3497,TPOP1Ad1312.pdf
7372,2013,12,SQ (SAN QUENTIN SP),4083,0,4083,3082,132.5,3775,TPOP1Ad1312.pdf
7373,2013,12,"SOL (CA SP, SOLANO)",4113,1,4114,2610,157.6,3890,TPOP1Ad1312.pdf
7374,2013,12,SCC (SIERRA CONSERVATION CENTER),4911,0,4911,3736,131.5,4640,TPOP1Ad1312.pdf
7375,2013,12,SATF (CA SUBSTANCE ABUSE TREAT FAC),5503,0,5503,3424,160.7,5578,TPOP1Ad1312.pdf
7376,2013,12,"SAC (CA SP, SACRAMENTO)",2205,0,2205,1828,120.6,2369,TPOP1Ad1312.pdf
7377,2013,12,RJD (RJ DONOVAN CORRECTIONAL FAC),3124,1,3125,2200,142.0,3180,TPOP1Ad1312.pdf
7378,2013,12,PVSP (PLEASANT VALLEY SP),3246,0,3246,2308,140.6,3533,TPOP1Ad1312.pdf
7379,2013,12,PBSP (PELICAN BAY SP),2654,0,2654,2380,111.5,3032,TPOP1Ad1312.pdf
7380,2013,12,NKSP (NORTH KERN SP),4615,0,4615,2694,171.3,4399,TPOP1Ad1312.pdf
7381,2013,12,MCSP (MULE CREEK SP),2859,0,2859,1700,168.2,2570,TPOP1Ad1312.pdf
7382,2013,12,"LAC (CA SP, LOS ANGELES COUNTY)",3697,0,3697,2300,160.7,3700,TPOP1Ad1312.pdf
7383,2013,12,KVSP (KERN VALLEY SP),3746,0,3746,2448,153.0,3910,TPOP1Ad1312.pdf
7384,2013,12,ISP (IRONWOOD SP),3070,0,3070,2200,139.5,3175,TPOP1Ad1312.pdf
7385,2013,12,HDSP (HIGH DESERT SP),3373,0,3373,2324,145.1,3461,TPOP1Ad1312.pdf
7386,2013,12,FOL (FOLSOM SP) (MALE),3069,0,3069,2066,148.5,2895,TPOP1Ad1312.pdf
7387,2013,12,DVI (DEUEL VOCATIONAL INSTITUTION),2365,0,2365,1681,140.7,2412,TPOP1Ad1312.pdf
7388,2013,12,CVSP (CHUCKAWALLA VALLEY SP),2390,0,2390,1738,137.5,2478,TPOP1Ad1312.pdf
7389,2013,12,CTF (CORRECTIONAL TRAINING FAC),5204,0,5204,3312,157.1,5231,TPOP1Ad1312.pdf
7390,2013,12,"CRC (CAL REHAB CTR, MEN)",3271,0,3271,2491,131.3,3481,TPOP1Ad1312.pdf
7391,2013,12,"COR (CA SP, CORCORAN)",4318,0,4318,3116,138.6,4419,TPOP1Ad1312.pdf
7392,2013,12,CMF (CA MEDICAL FAC),2057,0,2057,2361,87.1,2555,TPOP1Ad1312.pdf
7393,2013,12,CMC (CA MEN'S COLONY),4891,0,4891,3838,127.4,5206,TPOP1Ad1312.pdf
7394,2013,12,CIM (CA INSTITUTION FOR MEN),4779,0,4779,2976,160.6,4615,TPOP1Ad1312.pdf
7395,2013,12,CHCF (CA HEALTH CARE FAC - STOCKTON),1202,0,1202,1818,66.1,1818,TPOP1Ad1312.pdf
7396,2013,12,CEN (CENTINELA SP),2965,0,2965,2308,128.5,3308,TPOP1Ad1312.pdf
7397,2013,12,CCI (CA CORRECTIONAL INSTITUTION),4423,0,4423,2783,158.9,4427,TPOP1Ad1312.pdf
7398,2013,12,CCC (CA CORRECTIONAL CENTER),5023,1,5024,3883,129.4,4870,TPOP1Ad1312.pdf
7399,2013,12,CAL (CALIPATRIA SP),3850,0,3850,2308,166.8,3608,TPOP1Ad1312.pdf
7400,2013,12,ASP (AVENAL SP),4073,0,4073,2920,139.5,4702,TPOP1Ad1312.pdf
7401,2014,1,FOL (FOLSOM SP) (FEMALE),352,0,352,403,87.3,403,TPOP1Ad1401.pdf
7402,2014,1,CIW (CA INSTITUTION FOR WOMEN),2138,1,2139,1398,153.0,2074,TPOP1Ad1401.pdf
7403,2014,1,CCWF (CENTRAL CA WOMEN'S FAC),3586,0,3586,2004,178.9,3430,TPOP1Ad1401.pdf
